번호,제목,제목url,댓글,글쓴이,글쓴이ip,조회,추천,상세시간,내용,첨부이미지
5424155,핑핑이 입갤ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5424155&page=1110,3,호랑사또,,34,0,2022.02.04 20:57:51,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8845d877bef56650270a95f214e9e49892732eca874ba56ac3008a418e2e8f836f8510f25ef1cd3&amp;f_no=20200826_235658.jpg
5424152,솔직히 대선토론봐도 모르겟더라,https://gall.dcinside.com/board/view/?id=frozen&no=5424152&page=1110,4,영통메가박스,,35,0,2022.02.04 20:53:51,먼 대장동 애기 ㅈㄴ 나오고일자리 부동산애기 나오길래끄고 지우학봤어..,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548a77e852650b79a3f6b5bc6ba8953fa7d9188b4b5d95f08f8f2b300551e6366eb9568f6d77ff773145a86f1416e6c02fb17a3bd6003ab74ce8c4&amp;f_no=B0D2243E-0910-44A1-A239-963FADC6C0E7.jpg
5424151,내가 누구?,https://gall.dcinside.com/board/view/?id=frozen&no=5424151&page=1110,14,기껏,,68,0,2022.02.04 20:52:44,아이폰 래더케이스 다크체리 오우너확실히 마감이나 그립감 좋다,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887558a71e852650d73ad54eff332f102b5d2def8da8fab774696643964784b4a17770986a97f9e31f91eca69496d8bbb5f2a9d45025a1ec8972d6aa1&amp;f_no=9FF31D64-E198-4788-AB1F-002A993388F2.jpg
5424149,엠비시 유튜브 갑자기 대선토론 보여주네ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5424149&page=1110,1,ㅇㅇ,221.152,28,0,2022.02.04 20:48:30,뭐지,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad30969a387b41faaa8350b9cbb814796850cf579dc145f2426f6c36a6bf&amp;f_no=20220131_233009.jpg
5424148,내가 엘사엿으면 북유럽먼저통일함,https://gall.dcinside.com/board/view/?id=frozen&no=5424148&page=1110,5,충북청주,,56,0,2022.02.04 20:48:19,덴마크 노르웨이 스웨덴 핀란드를 아우르는 아렌델 제국 만들거  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855b8572e057640876a98ed0ce47d2e59e4644f0fcd23248c2fecba3a1194c4c071d999fbaeb2c26338f2a51e18d06458d71b69ab953beab8e5465cd&amp;f_no=Screenshot_20220115-201712_Instagram.jpg
5424147,하 진짜 못 찾겠어,https://gall.dcinside.com/board/view/?id=frozen&no=5424147&page=1110,8,호랑사또,,42,0,2022.02.04 20:47:29,개쩔었는데,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8845d877bef56650270a95f7b4c9c49dd2633e8a874ba56ac3008094b31bfb33a4413861fffb35c&amp;f_no=20200826_235658.jpg
5424146,저친구 해병대갈때만 해도,https://gall.dcinside.com/board/view/?id=frozen&no=5424146&page=1110,7,영통메가박스,,44,0,2022.02.04 20:47:04,그땐 부조리잇어서막 냉동 쳐먹이고 식폭행하는건 기본이었다는데이등병은 머 하지마라는거 많고 존나 죶같았다더라,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548a77e852650f71ad02adb651474d06d62ca337a0a763c073b28513fb77d29d9592bb58b08de024aa0d9c6e54ae651d54d603f72bddb8d21dc28c&amp;f_no=FDC6F834-BC76-4173-8274-F825FC64509D.jpg
5424145,kbs1 브금 드길오슷이네,https://gall.dcinside.com/board/view/?id=frozen&no=5424145&page=1110,1,ㅇㅇ,182.221,13,0,2022.02.04 20:45:28,,
5424144,다들 그만하시고 이구역의미친X <~나 보시죠,https://gall.dcinside.com/board/view/?id=frozen&no=5424144&page=1110,12,트러플,,41,0,2022.02.04 20:44:36,1        이미지 순서 ON2        이미지 순서 ON전 벌써 정주행 4회차입니다,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd88754807aeb5a640b76a942cba1c3a193e9c4852392d04499764af0ceb18a1b62221442a86e80efdbc671e676e495a197de1935468507110ad61bde51&amp;f_no=7FC957DA-D26B-47E8-8CF4-2A2E7EEB5E5F.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd88754807aeb5a640b76a9429da1c6a190ed9ad223e0d744e20648399122ad7dc539c942c69aa768529ce1eac17387dd8dad449cf9dd43d9023c7d6b60&amp;f_no=EACBE59C-E20A-4D9A-9023-F52F3D6B3E30.gif"
5424143,강감찬도 자기 영토에서 수공 펼쳤는데,https://gall.dcinside.com/board/view/?id=frozen&no=5424143&page=1110,3,ABC친구들,,33,0,2022.02.04 20:44:08,안나라고 아렌델에서 수공 펼치면 안된단 법도 없는,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8875a8b77e956630d78a3a140d9418e6d49881ff877f1e0a67cc7b19b72f15af35f36f704b91f32f6a12e91a8fadb267187b9a5757a7225ed36&amp;f_no=frozen-20191202-111313-000-resize.jpg
5424141,안나어린시절고닉 심상정 지지한다던데,https://gall.dcinside.com/board/view/?id=frozen&no=5424141&page=1110,7,ㅇㅇ,221.152,53,0,2022.02.04 20:42:34,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad309ac93f7111acaa8050b9cbb8147968816ba35a2ee40848342aaca017&amp;f_no=20220131_233009.jpg
5424139,퀸안나가 아렌델 집값을 언제 잡았냐,https://gall.dcinside.com/board/view/?id=frozen&no=5424139&page=1110,11,ABC친구들,,48,0,2022.02.04 20:40:34,수공으로 집을 없애버려서 공급 감소로 가격 폭등했죠,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8875a8b77e956630d78a3a146db41873d4ad24ef877f1e0a67cc7c3f341ff3d0b76eeea979c9036a09cb3e9b2cabaf644b104&amp;f_no=frozen-20191127-230109-005.png
5424138,홍메박 0회 코메박 0회 용아맥 0회,https://gall.dcinside.com/board/view/?id=frozen&no=5424138&page=1110,5,충북청주,,31,0,2022.02.04 20:38:56,이자를 프갤러라고 칭해도 되겠습니까?  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855b8572e057640876a98ed2c81bd4b69a1617f0fcd23248c2fedf39c5271a39d36b38d29509077af10716fb327d0bcca12947f63291744a890327ed&amp;f_no=Screenshot_20220115-201712_Instagram.jpg
5424137,퀸안나는 아렌델 집값도 잡았는데,https://gall.dcinside.com/board/view/?id=frozen&no=5424137&page=1110,5,ㅇㅇ,222.107,53,0,2022.02.04 20:38:31,수몰리스크로 집값 완전 안정세,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8073ef52660c74af83dde770edb73b7e2e967cccbd899b34f74a840a05ffbe6ddfc042540de9ba3805d59ba67cff1225b0d538d6553c6be6aae7&amp;f_no=53315E19-E141-49BC-8F89-7855DC7021B3.gif
5424136,근데 페미는 왜 있는거임,https://gall.dcinside.com/board/view/?id=frozen&no=5424136&page=1110,3,영통메가박스,,28,0,2022.02.04 20:38:14,같은 여자의 동정임?여자라서 당했다는 거임?아님 일종의 소속감임?그냥 궁금해서그래,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548a77e852650874a91232b5c5b5852dc79b7fa9fa68dd0fc3ca2e4df13c9a1fb544a14a386504f6cde286e833aa041a3c506237ee8bd2945e3f4d&amp;f_no=95ABAA09-6FF4-4423-87E7-36586D46C483.jpg
5424135,이거 기억하는 새끼 있음?,https://gall.dcinside.com/board/view/?id=frozen&no=5424135&page=1110,5,ABC친구들,,40,0,2022.02.04 20:38:07,정작 우리는 홍대가 주공이고 쟤네는 조공급이라 좀 애매했지만,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8875a8b77e956630d78a3a149df43dd6e19884af877f1e0a67cc754a512eef16f397117047d7894555d6e748cdb22698cbd913885b113b062e5&amp;f_no=frozen-20200113-233622-000-resize.jpg
5424134,솔직히 마법 없이 엘사랑 비비는 안나가 더 대단함,https://gall.dcinside.com/board/view/?id=frozen&no=5424134&page=1110,4,안린이,,38,0,2022.02.04 20:37:42,안나가 마법이나 특수능력 있었으면 큰일났지,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8771e050640c70ad5cc37e5af96c9048c7bc43aa125edf55d6dbb6c9be1391c96f4c3818ade3d6119974b00e48eb1138cf5b84665260b301c445&amp;f_no=A2DD6573-5DFD-4420-BAB4-F76D14ACF123.jpg
5424133,솔직히 아렌델 생각해보면,https://gall.dcinside.com/board/view/?id=frozen&no=5424133&page=1110,7,ㅇㅇ,222.107,43,0,2022.02.04 20:34:34,지방서울답은 정해져있는데,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8073ef52660c74af838bb97de2e23f797e9679ccbe8f9933bec2ac2101109b0bfc6e0a710360614d640360dd0543ecae1db54520674fc49f17ad&amp;f_no=03077BA0-C71A-4E02-B970-9226F7052B28.gif
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8073ef52660c74af8389b22abbe8677a7c967acebc8ded43847116918effd674e46dd42f887e03c8a761a3c8935ac3d9e99143732ee133241280&amp;f_no=3125C296-34E0-4AFC-B6DA-A8D04A708F1C.gif"
5424131,특공대는 멋있지않냐?,https://gall.dcinside.com/board/view/?id=frozen&no=5424131&page=1110,6,영통메가박스,,42,0,2022.02.04 20:31:58,해병대는냉동 쳐먹일거같은데특공대는 핼기에서 밧줄로 내려올거같음,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548a77e852650973add7110d33d86f1e999d16a26268212df7d0a4bced99c215787fd3585b255ddde78230a0c481f36e4493329e1cbeaeb23c4f15&amp;f_no=128D4C6E-989F-41B1-887B-136EE5C1D84D.jpg
5424130,재밌게 노네ㅅㅂ,https://gall.dcinside.com/board/view/?id=frozen&no=5424130&page=1110,8,호랑사또,,34,0,2022.02.04 20:31:10,ㅋㅋ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8845d877bef56650270a95f2e49974a8c736be9a876e900fa645153082e0dcb9e6aa7df664b871308da94f958562b6ce87e10a403b20cbe79&amp;f_no=0cdfdaff9d4137238db46efec5f0261e.jpg
5424129,틀딱들 뭔지ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5424129&page=1110,2,ㅇㅇ,221.152,23,0,2022.02.04 20:29:44,,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad30cb98382442f9a0d850b9cbb814796816129d4181b2c1a27d95ae0e70&amp;f_no=20220131_233009.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad309f9a3d7544aff0d350b9cbb814796bb1d1a877bd8d8d5f3b1785d7be&amp;f_no=20220204_202928.jpg"
5424128,개막식입갤ㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5424128&page=1110,,ㅇㅇ,221.152,16,0,2022.02.04 20:28:28,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad309ec96e2742aeab8050b9cbb8147968d2f71190997dd8a36a6f694dae&amp;f_no=20220131_233009.jpg
5424127,지홍밭은 진짜..,https://gall.dcinside.com/board/view/?id=frozen&no=5424127&page=1110,3,ㅇㅇ,222.107,38,0,2022.02.04 20:28:23,서울 밖은 사막인 줄 알았는데밭도 있다는 것에 충격받음,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8073ef52660c74af838cb47be3b369752f9670bcbf80993370f7f6c7ed058049d933a7c11c2de8f42423c9dc95c3685270f9f14f4efa4a9c9fcf&amp;f_no=9C187B92-6E25-4D86-AAAF-C42D6565A881.jpg
5424125,저 25살 아님,https://gall.dcinside.com/board/view/?id=frozen&no=5424125&page=1110,8,ㅇㅇ,221.152,47,0,2022.02.04 20:26:11,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad3098cc3d7a46fea2d350b9cbb814796836470d224b5730114b4bbdf90a&amp;f_no=20220131_233009.jpg
5424124,새로고침그만할래요,https://gall.dcinside.com/board/view/?id=frozen&no=5424124&page=1110,7,김삐뚜루,,32,0,2022.02.04 20:25:56,운동하러갈래,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd88754877aee53690b77a8e0c13fff8a16b339e1f0b29be1b56289935bbff20f05ae0c413407023ba1373cbd1ad61d1a4506190836e3349378c7&amp;f_no=frozen-20200321-071639-002-resize.png
5424123,솔직히 프갤 빌런들 존중함,https://gall.dcinside.com/board/view/?id=frozen&no=5424123&page=1110,2,ABC친구들,,38,0,2022.02.04 20:25:45,쓸모없는 프갤을 부수는건 불가피한 일임,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8875a8b77e956630d78a3a145df438d6d1dd21df877f1e0a67cc7bfaf5eada77c82327eb713d27cb001931ae289a6bf9e6ea2e2d66895e89d96&amp;f_no=frozen-20200120-074125-000-resize.jpg
5424121,프2 안나 빠는 정박아들 ㅉㅉ다노 ㄹㅇㅋㅋ,https://gall.dcinside.com/board/view/?id=frozen&no=5424121&page=1110,2,랑나안,,35,0,2022.02.04 20:24:18,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855b8a7ae052610d77afb3a8fe906b5ff49d5c049845660162b748b2afe821aa5fb65f74&amp;f_no=fr2211606200.jpg
5424120,ㅋㅋ다노,https://gall.dcinside.com/board/view/?id=frozen&no=5424120&page=1110,,랑나안,,18,0,2022.02.04 20:24:00,,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855b8a7ae052610d77afb3abfe963f5ea0ce5b049845660162b7cc6eda1aa737046b4b70&amp;f_no=fr2211606200.jpg
5424118,니네 왜 나빼고 재밌게놀아,https://gall.dcinside.com/board/view/?id=frozen&no=5424118&page=1110,10,ㅇㅇ,221.152,42,0,2022.02.04 20:22:41,나도 좀 불러줘,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855a8275ee5b660d73ad30969c6e2746aaaa8350b9cbb81479683a89dadc3f304681657c1a1101&amp;f_no=20220131_233009.jpg
5424115,너네 나 뭐라고 메모했음?,https://gall.dcinside.com/board/view/?id=frozen&no=5424115&page=1110,9,Frozen3,,36,0,2022.02.04 20:20:48,호감고닉,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548072e153680d71aa63b1a49248d51cca9739445b800ba8deb082d3021db245feaaeb4ee1588d161fa7e2de5b2606e195bcb7491ad0a5955ef1df&amp;f_no=AF711A1F-CC09-400A-B1A1-0B74567DCAEE.png
5424114,솔직히 여기서 저 나락갔을때만큼 프갤러들에게 큰웃음 준 놈도 없는데,https://gall.dcinside.com/board/view/?id=frozen&no=5424114&page=1110,3,ABC친구들,,41,0,2022.02.04 20:20:29,저 너무 무시당하는거 아님?,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8875a8b77e956630d78a3a144d9418a6a4a881ef877f1e0a67cc74504ba74abfde6e5eeacb4166d99edfc5633ce64bbf754b016af2af72c9312&amp;f_no=frozen-20200608-232045-000-resize.jpg
5424110,님들이제보는눈없으니까깝치는거잖아요ㅡㅡ,https://gall.dcinside.com/board/view/?id=frozen&no=5424110&page=1110,8,김삐뚜루,,45,0,2022.02.04 20:17:09,프갤한창일때는눈치보다가이제서야정신병가면쓰고노는데 저는한결같이갤질했거든요??ㅡㅡ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd88754877aee53690b77a8e0966cfe8619b439ebf0b29be1b56289a19486190440a131ea7fbddfb9e4b794b41d64abe2b45f38d2f536a4307d0a&amp;f_no=frozen-20200321-071639-002-resize.png
5424109,근데 프갤에 미친 이유도 본인이 찐따엿기 때문,https://gall.dcinside.com/board/view/?id=frozen&no=5424109&page=1110,4,충북청주,,35,0,2022.02.04 20:16:44,사회는 안 받아주는데 프갤은 받아줫엇음  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855b8572e057640876a98e8c9e46d2b6961846f0fcd23248c2fef4cd620bbba63b220eba679d1ddce215cd6036339d91a1338a2796aa200e2202f9a2&amp;f_no=Screenshot_20220115-201712_Instagram.jpg
5424108,안녕,https://gall.dcinside.com/board/view/?id=frozen&no=5424108&page=1110,6,야한거앙되요,,21,0,2022.02.04 20:16:34,,
5424107,나 저 마음 알아 지홍밭마음,https://gall.dcinside.com/board/view/?id=frozen&no=5424107&page=1110,4,영통메가박스,,32,0,2022.02.04 20:16:27,막 하나 썻는데 그거에 떡밥물리면서리젠 폭팔하면 입꼬리 싱글벙글하면서기분 좋아서 혼자 4절까지 뇌절하는거갤질하면서 누구나 해봤다 ㅇㅈ?,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd887548a77e852650b70ab4eef6dc3f18071ff253ef5a26ad90809727b80c1046504739ddf63a3475cd35464ec9fd5e2e22adaef82be9f0766979055d7&amp;f_no=EE2BE9F4-4972-4CC8-ABB8-78F73DE6FDC4.jpg
5424105,magic source. elsa's source?,https://gall.dcinside.com/board/view/?id=frozen&no=5424105&page=1110,4,안나안나,,26,0,2022.02.04 20:15:08,1        이미지 순서 ONmagic source. 2        이미지 순서 ONelsa's source? 3        이미지 순서 ONhanwha source,"https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd885588671eb5a640e71a2e39bc9603c2abf6df10e19ff9d15619753b2157360f3f25a3dfd081ae2bdcace53c3dfb1436945f6&amp;f_no=frozen-20220204-201309-000.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd885588671eb5a640e71a2e3cd98673d21e93ff10e19ff9d15619710f6c2231df88f48219b93b3bc16e77a88168f81cc47bbe5&amp;f_no=frozen-20220204-201310-001.jpg
https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd885588671eb5a640e71a2e39999633d2bb839ab0e19ff9d156197354f8c6e6bf9cf8ef9452dfb4d5f1cf77b00832ea14ed899&amp;f_no=frozen-20220204-201315-002.png"
5424101,엘샤니 뭐니 닉변해서 누가 누군지 모르겠음,https://gall.dcinside.com/board/view/?id=frozen&no=5424101&page=1110,5,ㅇㅇ,59.14,43,0,2022.02.04 20:13:28,그걸 어케 다 기억들 하시는지 대단하네요,
5424099,내가 프갤하면서 가장 뿌듯했던순간은,https://gall.dcinside.com/board/view/?id=frozen&no=5424099&page=1110,3,쥬디홉스,,58,0,2022.02.04 20:11:20,VS드립쓴 글 보고 ㅌㄱㅎ이 공장에서 아 ㅅㅂ존나뿜었네라는 댓글을 썼을때,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f1d86822ffc7388dd8855d8474e15b680f77aa194cb09db4eeafb38848f2a1f81910562ea8d2227e27e748537f328a68c136f48983dc6a4f829b541df3055c6d4c7ea189c0&amp;f_no=68BBA380-2E94-4D1C-8A3F-F1DD2848FEB7.jpg
5423147,아 갤 또 뒤졌네 ㅅㅂ,https://gall.dcinside.com/board/view/?id=frozen&no=5423147&page=1125,3,김삐뚜루,,47,0,2022.02.02 18:59:49,나 오니까 죽었어,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace7234734cf8d73c54eece1ef13cd642daf6ac1f5dbc5813c373c1949afc0bc6398ad389367a3a7a0457e869864bfa23ff70e2b177ed9722c26604&amp;f_no=frozen-20200321-071639-002-resize.png
5423146,제육덮밥 허버허버 먹는중,https://gall.dcinside.com/board/view/?id=frozen&no=5423146&page=1125,9,Frozen3,,54,0,2022.02.02 18:58:21,개많아,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace7234734ff0d23d5befcf19275a8f8511828fc16a17addaf8b228cf6a3d810fc90b60046557e473488c86a6a39d1d65945484a543c63c80b8ea27bbe0de&amp;f_no=6D0119F7-D4DA-4B79-8A5B-D963D22B2F71.jpg
5423145,성희롱 하지마,https://gall.dcinside.com/board/view/?id=frozen&no=5423145&page=1125,2,Mason-Tony-Mount,,45,0,2022.02.02 18:50:58,미성년자 많아,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace72337c4af0d13954e9ce727a231aeae9967b1f24901843149281ee4730564053011fe9c2cb3e62aff05ee6afea0bd433ef9f03a84e5d1d1050f8ba44&amp;f_no=00778F9C-65CC-4CDA-AE08-DF31904E5355.jpg
5423144,모쏠이 어때서,https://gall.dcinside.com/board/view/?id=frozen&no=5423144&page=1125,2,위즐타운,,55,0,2022.02.02 18:46:38,모쏠도 사람이야 ~!!,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace723d7949f4d83c5eedcb72c56ed04a7e770ab37ecf4fde6db3052b6d6971ad570e2206648a1c6af88b0d7c8145208ecf4915f1914071da8fdc648ad5&amp;f_no=4FC538D3-4150-4D29-8023-A381F0870DC6.jpg
5423143,급발진하는거씹덕들특임?,https://gall.dcinside.com/board/view/?id=frozen&no=5423143&page=1125,,김삐뚜루,,37,0,2022.02.02 18:46:21,궁금해요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace7234734cf8d73c54eece1ef1668318def0fd4b5fbc5813c373c194637565815bb2d759ad07de052e7293dc5d290349e8240d6ce1955c6d43ccb3&amp;f_no=frozen-20200321-071639-002-resize.png
5423142,3일동안누워서만있었어ㅅㅂ,https://gall.dcinside.com/board/view/?id=frozen&no=5423142&page=1125,8,김삐뚜루,,70,0,2022.02.02 18:42:42,이제살만하네요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace7234734cf8d73c54eece1ef132804d8df5ab1508bc0f57983a93c35f1c479fa41f7f2465ef5d&amp;f_no=1643794905662.png
5423141,짝사랑 힘들죠,https://gall.dcinside.com/board/view/?id=frozen&no=5423141&page=1125,1,ㅇㅇ,223.62,36,0,2022.02.02 18:39:29,이야기가 있어서 더 힘들대요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace72367d4cf5d43f54ebcc1f36df073ab7f0c62652ee605d57c70308823bc84b074223325f9f76e6059472260ed4aa9777f7499d&amp;f_no=frozen-20211022-212308-000.png
5423140,퇴헬샤밥 다하니까 넘피곤하넹,https://gall.dcinside.com/board/view/?id=frozen&no=5423140&page=1125,1,위즐타운,,26,0,2022.02.02 18:38:33,잠오ㅓㄴ당,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace723d7949f4d83c5eedcb72c065d41d2a245ee27ec34ba81bb80958f28adde894235e929747e4a01a7bf335eaf2407054dc98e2ec824ae3e5bc0ade58&amp;f_no=8B5C8479-8C9B-47E3-9060-7B64897FBDEF.jpg
5423139,오늘은 좀 피곤하네요..,https://gall.dcinside.com/board/view/?id=frozen&no=5423139&page=1125,4,영통메가박스,,37,0,2022.02.02 18:38:29,벽갤은 못달린듯 싶네요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace72377b48f6d13d55eec11f3fcfdc778643d5c96a050cbc1d495c53aa764c7ad1c6b9b55aa0611de883b98dd383e742b00f9af25543bb26f9dc79777576&amp;f_no=A425AA7A-DD65-445F-9430-DD9F8D551254.jpg
5423138,일단 피자시켰음,https://gall.dcinside.com/board/view/?id=frozen&no=5423138&page=1125,2,보물성,,25,0,2022.02.02 18:38:06,돈없어서 피자마루시켜버렸다  - dc official App,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace7237794ff6d53954efcf720df72532bc8e9c7307046556439c1b463ee279678d49e051&amp;f_no=1626586738.jpeg
5423136,님들 근데 성향테스트는 관계를 해봐야 알잖아요,https://gall.dcinside.com/board/view/?id=frozen&no=5423136&page=1125,6,쥬디홉스,,73,0,2022.02.02 18:26:03,님들 모쏠이잖아요,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace72367f4df6d43d5ae6c915b8a3d515d6000dbe01afd0d628f0d4fb224c7cf00241def1537008234e4b12e091330f06c6cabc496d9465effca6b3a57477&amp;f_no=40D82CA4-4944-48C5-AF33-98E48C34F050.jpg
5423135,ㄹㅇ 씹명곡,https://gall.dcinside.com/board/view/?id=frozen&no=5423135&page=1125,4,안나안나,,58,0,2022.02.02 18:25:23,https://www.youtube.com/watch?v=rcQ9U3Dc4rMㅇㅈ,https://image.dcinside.com/download.php?no=24b0d769e1d32ca73ceb83fa11d02831daa154921fb89570ff5edea195f7d86892438c5ace72367d4cf3d93d59efcd19c17ad31d25dc6e215e4658710d79c6a742a0d87ec5adcc041ace47b67a9586527696ba7d7624f5f4&amp;f_no=frozen-20201226-171528-000.png
